id,model,modelId,inst,think,expected,right,partial,wrong,error,check,duration,tokens
Claude35Haiku/n_3_inst_0_think_1/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,6,6,0,0,0,6,5504,331
Claude35Haiku/n_3_inst_0_think_1/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,6,6,0,0,0,6,3840,229
Claude35Haiku/n_3_inst_0_think_2/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,6,6,0,0,0,6,4367,254
Claude35Haiku/n_3_inst_0_think_2/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,6,6,0,0,0,6,3476,243
Claude35Haiku/n_3_inst_0_think_2/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,6,6,0,0,0,6,4160,191
Claude35Haiku/n_3_inst_0_think_2/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,6,5,0,1,0,6,6841,259
Claude35Haiku/n_3_inst_0_think_2/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,6,6,0,0,0,6,2827,221
Claude35Haiku/n_3_inst_0_think_2/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,6,6,0,0,0,6,7176,283
Claude35Haiku/n_3_inst_0_think_3/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,6,6,0,0,0,6,9876,360
Claude35Haiku/n_3_inst_0_think_3/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,6,6,0,0,0,6,5741,307
Claude35Haiku/n_3_inst_0_think_3/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,6,6,0,0,0,6,6493,277
Claude35Haiku/n_3_inst_0_think_3/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,6,6,0,0,0,6,6516,260
Claude35Haiku/n_3_inst_0_think_3/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,6,6,0,0,0,6,4127,248
Claude35Haiku/n_3_inst_0_think_3/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,6,6,0,0,0,6,3740,221
Claude35Haiku/n_3_inst_0_think_3/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,6,5,0,1,0,6,4396,283
Claude35Haiku/n_3_inst_1_think_0/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,6,0,0,0,0,0,2963,119
Claude35Haiku/n_3_inst_1_think_0/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,6,6,0,0,0,6,2154,140
Claude35Haiku/n_3_inst_1_think_0/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,6,6,0,0,0,6,1448,106
Claude35Haiku/n_3_inst_1_think_0/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,6,0,0,0,0,0,2833,145
Claude35Haiku/n_3_inst_1_think_0/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,6,0,0,0,0,0,2258,115
Claude35Haiku/n_3_inst_1_think_0/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,6,0,0,0,0,0,0,121
Claude35Haiku/n_3_inst_1_think_0/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,6,6,0,0,0,6,3132,200
Claude35Haiku/n_3_inst_1_think_1/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,6,6,0,0,0,6,7924,333
Claude35Haiku/n_3_inst_1_think_1/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,6,6,0,0,0,6,5878,309
Claude35Haiku/n_3_inst_1_think_1/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,6,6,0,0,0,6,6906,338
Claude35Haiku/n_3_inst_1_think_1/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,6,6,0,0,0,6,6805,223
Claude35Haiku/n_3_inst_1_think_1/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,6,6,0,0,0,6,4736,234
Claude35Haiku/n_3_inst_1_think_2/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,6,6,0,0,0,6,682,97
Claude35Haiku/n_3_inst_1_think_2/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,6,6,0,0,0,6,1346,122
Claude35Haiku/n_3_inst_1_think_2/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,6,6,0,0,0,6,1928,96
Claude35Haiku/n_3_inst_1_think_2/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,6,6,0,0,0,6,1352,104
Claude35Haiku/n_3_inst_1_think_2/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,6,0,0,0,0,0,5313,261
Claude35Haiku/n_3_inst_1_think_3/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,6,6,0,0,0,6,8238,297
Claude35Haiku/n_3_inst_1_think_3/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,6,6,0,0,0,6,4018,268
Claude35Haiku/n_3_inst_1_think_3/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,6,6,0,0,0,6,4410,229
Claude35Haiku/n_3_inst_1_think_3/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,6,6,0,0,0,6,8240,315
Claude35Haiku/n_3_inst_1_think_3/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,6,6,0,0,0,6,5406,213
Claude35Haiku/n_3_inst_1_think_3/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,6,6,0,0,0,6,1933,129
Claude35Haiku/n_3_inst_1_think_3/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,6,6,0,0,0,6,8273,344
Claude35Haiku/n_3_inst_1_think_3/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,6,6,0,0,0,6,5562,262
Claude35Haiku/n_3_inst_2_think_0/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,6,6,0,0,0,6,6760,253
Claude35Haiku/n_3_inst_2_think_0/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,6,6,0,0,0,6,5576,275
Claude35Haiku/n_3_inst_2_think_0/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,6,6,0,0,0,6,8360,309
Claude35Haiku/n_3_inst_2_think_0/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,6,6,0,0,0,6,8184,338
Claude35Haiku/n_3_inst_2_think_0/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,6,6,0,0,0,6,6649,266
Claude35Haiku/n_3_inst_2_think_0/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,6,6,0,0,0,6,6277,246
Claude35Haiku/n_3_inst_2_think_1/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,1,6,6,0,0,0,6,5468,275
Claude35Haiku/n_3_inst_2_think_1/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,1,6,6,0,0,0,6,10854,329
Claude35Haiku/n_3_inst_2_think_1/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,1,6,6,0,0,0,6,1523,108
Claude35Haiku/n_3_inst_2_think_1/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,1,6,6,0,0,0,6,3329,261
Claude35Haiku/n_3_inst_2_think_1/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,1,6,6,0,0,0,6,5440,124
Claude35Haiku/n_3_inst_2_think_1/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,1,6,6,0,0,0,6,3701,142
Claude35Haiku/n_3_inst_2_think_2/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,2,6,6,0,0,0,6,7727,267
Claude35Haiku/n_3_inst_2_think_2/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,2,6,6,0,0,0,6,2367,250
Claude35Haiku/n_3_inst_2_think_2/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,2,6,6,0,0,0,6,5516,304
Claude35Haiku/n_3_inst_2_think_2/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,2,6,0,0,0,0,0,7166,371
Claude35Haiku/n_3_inst_2_think_2/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,2,6,0,0,0,0,0,6245,385
Claude35Haiku/n_3_inst_2_think_2/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,2,6,6,0,0,0,6,3302,231
Claude35Haiku/n_3_inst_2_think_2/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,2,6,6,0,0,0,6,2384,222
Claude35Haiku/n_3_inst_2_think_2/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,2,6,0,0,0,0,0,4234,383
Claude35Haiku/n_3_inst_2_think_3/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,3,6,6,0,0,0,6,7557,285
Claude35Haiku/n_3_inst_2_think_3/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,3,6,6,0,0,0,6,6742,343
Claude35Haiku/n_3_inst_2_think_3/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,3,6,6,0,0,0,6,5475,226
Claude35Haiku/n_3_inst_2_think_3/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,3,6,6,0,0,0,6,8254,387
Claude35Haiku/n_3_inst_2_think_3/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,3,6,6,0,0,0,6,2726,228
Claude35Haiku/n_3_inst_2_think_3/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,3,6,6,0,0,0,6,7433,297
Claude35Haiku/n_3_inst_2_think_3/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,3,6,6,0,0,0,6,6238,289
Claude35Haiku/n_3_inst_3_think_0/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,0,6,6,0,0,0,6,7865,295
Claude35Haiku/n_3_inst_3_think_0/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,0,6,6,0,0,0,6,7563,260
Claude35Haiku/n_3_inst_3_think_0/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,0,6,6,0,0,0,6,2532,238
Claude35Haiku/n_3_inst_3_think_0/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,0,6,5,0,1,0,6,3843,280
Claude35Haiku/n_3_inst_3_think_0/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,0,6,6,0,0,0,6,3700,303
Claude35Haiku/n_3_inst_3_think_0/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,0,6,6,0,0,0,6,8690,274
Claude35Haiku/n_3_inst_3_think_0/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,0,6,6,0,0,0,6,3894,287
Claude35Haiku/n_3_inst_3_think_0/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,0,6,6,0,0,0,6,1883,137
Claude35Haiku/n_3_inst_3_think_1/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,1,6,6,0,0,0,6,3014,120
Claude35Haiku/n_3_inst_3_think_1/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,1,6,6,0,0,0,6,1237,114
Claude35Haiku/n_3_inst_3_think_1/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,1,6,6,0,0,0,6,4642,244
Claude35Haiku/n_3_inst_3_think_1/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,1,6,6,0,0,0,6,1248,121
Claude35Haiku/n_3_inst_3_think_2/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,2,6,6,0,0,0,6,5096,125
Claude35Haiku/n_3_inst_3_think_2/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,2,6,6,0,0,0,6,2959,124
Claude35Haiku/n_3_inst_3_think_2/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,2,6,6,0,0,0,6,8555,381
Claude35Haiku/n_3_inst_3_think_2/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,2,6,6,0,0,0,6,10082,372
Claude35Haiku/n_3_inst_3_think_2/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,2,6,6,0,0,0,6,6350,292
Claude35Haiku/n_3_inst_3_think_2/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,2,6,6,0,0,0,6,1921,110
Claude35Haiku/n_3_inst_3_think_2/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,2,6,6,0,0,0,6,7294,372
Claude35Haiku/n_3_inst_3_think_2/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,2,6,6,0,0,0,6,3088,115
Claude35Haiku/n_3_inst_3_think_3/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,3,6,6,0,0,0,6,7853,271
Claude35Haiku/n_3_inst_3_think_3/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,3,6,6,0,0,0,6,8664,310
Claude35Haiku/n_3_inst_3_think_3/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,3,6,6,0,0,0,6,4931,329
Claude35Haiku/n_3_inst_3_think_3/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,3,6,6,0,0,0,6,7218,353
Claude35Haiku/n_3_inst_3_think_3/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,3,6,6,0,0,0,6,8357,310
Claude35Haiku/n_3_inst_3_think_3/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,3,6,6,0,0,0,6,8127,396
Claude35Haiku/n_3_inst_3_think_3/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,3,3,6,6,0,0,0,6,5626,314
Claude35Haiku/n_4_inst_0_think_0/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,0,8,8,0,0,0,8,4819,138
Claude35Haiku/n_4_inst_0_think_0/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,0,8,8,0,0,0,8,7192,171
Claude35Haiku/n_4_inst_0_think_0/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,0,8,8,0,0,0,8,2432,149
Claude35Haiku/n_4_inst_0_think_0/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,0,8,8,0,0,0,8,2312,145
Claude35Haiku/n_4_inst_0_think_0/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,0,8,8,0,0,0,8,3100,128
Claude35Haiku/n_4_inst_0_think_1/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,8,8,0,0,0,8,6262,309
Claude35Haiku/n_4_inst_0_think_1/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,8,8,0,0,0,8,4381,261
Claude35Haiku/n_4_inst_0_think_1/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,8,8,0,0,0,8,1998,162
Claude35Haiku/n_4_inst_0_think_1/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,8,8,0,0,0,8,1266,200
Claude35Haiku/n_4_inst_0_think_1/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,8,7,0,1,0,8,5391,222
Claude35Haiku/n_4_inst_0_think_1/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,8,8,0,0,0,8,4648,219
Claude35Haiku/n_4_inst_0_think_1/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,1,8,8,0,0,0,8,2651,161
Claude35Haiku/n_4_inst_0_think_2/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,8,8,0,0,0,8,2759,168
Claude35Haiku/n_4_inst_0_think_2/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,8,8,0,0,0,8,5019,346
Claude35Haiku/n_4_inst_0_think_2/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,8,8,0,0,0,8,2063,121
Claude35Haiku/n_4_inst_0_think_2/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,8,0,0,0,0,0,6994,350
Claude35Haiku/n_4_inst_0_think_2/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,8,8,0,0,0,8,2576,167
Claude35Haiku/n_4_inst_0_think_2/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,8,8,0,0,0,8,7808,377
Claude35Haiku/n_4_inst_0_think_2/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,2,8,8,0,0,0,8,7719,341
Claude35Haiku/n_4_inst_0_think_3/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,8,8,0,0,0,8,7807,316
Claude35Haiku/n_4_inst_0_think_3/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,8,8,0,0,0,8,4438,349
Claude35Haiku/n_4_inst_0_think_3/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,8,8,0,0,0,8,4513,137
Claude35Haiku/n_4_inst_0_think_3/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,8,8,0,0,0,8,1346,149
Claude35Haiku/n_4_inst_0_think_3/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,8,8,0,0,0,8,6840,268
Claude35Haiku/n_4_inst_0_think_3/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0,3,8,8,0,0,0,8,11522,138
Claude35Haiku/n_4_inst_1_think_0/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,8,8,0,0,0,8,3595,162
Claude35Haiku/n_4_inst_1_think_0/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,8,8,0,0,0,8,2058,145
Claude35Haiku/n_4_inst_1_think_0/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,8,8,0,0,0,8,1817,163
Claude35Haiku/n_4_inst_1_think_0/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,8,8,0,0,0,8,3375,165
Claude35Haiku/n_4_inst_1_think_0/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,8,8,0,0,0,8,4208,165
Claude35Haiku/n_4_inst_1_think_0/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,8,8,0,0,0,8,3550,164
Claude35Haiku/n_4_inst_1_think_0/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,8,8,0,0,0,8,2,141
Claude35Haiku/n_4_inst_1_think_0/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,0,8,8,0,0,0,8,1907,147
Claude35Haiku/n_4_inst_1_think_1/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,8,8,0,0,0,8,2689,141
Claude35Haiku/n_4_inst_1_think_1/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,8,8,0,0,0,8,0,137
Claude35Haiku/n_4_inst_1_think_1/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,8,8,0,0,0,8,4394,170
Claude35Haiku/n_4_inst_1_think_1/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,8,8,0,0,0,8,0,157
Claude35Haiku/n_4_inst_1_think_1/14.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,8,8,0,0,0,8,4929,173
Claude35Haiku/n_4_inst_1_think_1/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,8,8,0,0,0,8,7878,342
Claude35Haiku/n_4_inst_1_think_1/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,8,8,0,0,0,8,3793,166
Claude35Haiku/n_4_inst_1_think_1/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,1,8,8,0,0,0,8,1743,150
Claude35Haiku/n_4_inst_1_think_2/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,8,8,0,0,0,8,2571,137
Claude35Haiku/n_4_inst_1_think_2/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,8,8,0,0,0,8,1487,136
Claude35Haiku/n_4_inst_1_think_2/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,8,7,0,1,0,8,29257,170
Claude35Haiku/n_4_inst_1_think_2/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,8,8,0,0,0,8,2839,163
Claude35Haiku/n_4_inst_1_think_2/16.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,8,8,0,0,0,8,4405,169
Claude35Haiku/n_4_inst_1_think_2/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,8,8,0,0,0,8,6372,343
Claude35Haiku/n_4_inst_1_think_2/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,2,8,8,0,0,0,8,1754,130
Claude35Haiku/n_4_inst_1_think_3/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,8,8,0,0,0,8,11148,399
Claude35Haiku/n_4_inst_1_think_3/13.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,8,8,0,0,0,8,2337,150
Claude35Haiku/n_4_inst_1_think_3/15.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,8,8,0,0,0,8,3404,183
Claude35Haiku/n_4_inst_1_think_3/17.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,8,8,0,0,0,8,2404,186
Claude35Haiku/n_4_inst_1_think_3/18.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,8,8,0,0,0,8,5940,275
Claude35Haiku/n_4_inst_1_think_3/19.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,1,3,8,8,0,0,0,8,8290,403
Claude35Haiku/n_4_inst_2_think_0/10.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,8,8,0,0,0,8,3043,150
Claude35Haiku/n_4_inst_2_think_0/11.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,8,8,0,0,0,8,2831,142
Claude35Haiku/n_4_inst_2_think_0/12.md,Claude35Haiku,us.anthropic.claude-3-7-sonnet-20250219-v1:0,2,0,8,8,0,0,0,8,3502,162
